movieId,title,genres,LastRated,LastRecommended
2272,Bustin' Loose (1981),Comedy,955909800,1970-01-01
2273,Coma (1978),Thriller,1175538600,1970-01-01
2274,Creepshow (1982),Horror,1533839400,1970-01-01
2275,Creepshow 2 (1987),Horror,1248287400,1970-01-01
2276,Re-Animator (1985),Comedy|Horror|Sci-Fi,1495909800,1970-01-01
2277,Drugstore Cowboy (1989),Crime|Drama,1245004200,1970-01-01
2278,Falling Down (1993),Action|Drama,1498588200,1970-01-01
2279,"Funhouse, The (1981)",Horror,966796200,1970-01-01
2280,"General, The (1926)",Comedy|War,1520361000,1970-01-01
2281,Piranha (1978),Horror|Sci-Fi,1306434600,1970-01-01
2282,"Taming of the Shrew, The (1967)",Comedy,1046975400,1970-01-01
2283,Nighthawks (1981),Action|Drama,1113157800,1970-01-01
2284,Yojimbo (1961),Action|Adventure,1498415400,1970-01-01
2285,Repossessed (1990),Comedy,1112639400,1970-01-01
2286,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,1167762600,1970-01-01
2287,Spaceballs (1987),Comedy|Sci-Fi,1533839400,1970-01-01
2288,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,1514140200,1970-01-01
2289,Mister Roberts (1955),Comedy|Drama|War,1258396200,1970-01-01
2290,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,1519151400,1970-01-01
2291,Little Big Man (1970),Western,1536777000,1970-01-01
2292,"Face in the Crowd, A (1957)",Drama,1417804200,1970-01-01
2293,Trading Places (1983),Comedy,1533925800,1970-01-01
2294,Meatballs (1979),Comedy,1519151400,1970-01-01
2295,Meatballs Part II (1984),Comedy,1533925800,1970-01-01
2296,Meatballs III (1987),Comedy,966537000,1970-01-01
2297,Meatballs 4 (1992),Comedy,966537000,1970-01-01
2298,Dead Again (1991),Mystery|Romance|Thriller,1181413800,1970-01-01
2299,Peter's Friends (1992),Comedy|Drama,1498415400,1970-01-01
2300,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,1049049000,1970-01-01
2301,Under the Rainbow (1981),Comedy,975609000,1970-01-01
2302,Anywhere But Here (1999),Comedy|Drama,1185993000,1970-01-01
2303,Dogma (1999),Adventure|Comedy|Fantasy,1535740200,1970-01-01
2304,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,1498501800,1970-01-01
2305,PokÃÂ©mon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,1498415400,1970-01-01
2306,Felicia's Journey (1999),Thriller,1075055400,1970-01-01
2307,Oxygen (1999),Crime|Drama|Thriller,965673000,1970-01-01
2308,Where's Marlowe? (1998),Comedy,1042137000,1970-01-01
2309,"Commitments, The (1991)",Comedy|Drama|Musical,1229106600,1970-01-01
2310,Holiday Inn (1942),Comedy|Musical,1520361000,1970-01-01
2311,"Longest Day, The (1962)",Action|Drama|War,1258396200,1970-01-01
2312,Poison Ivy (1992),Drama|Thriller,1186079400,1970-01-01
2313,Poison Ivy: New Seduction (1997),Drama|Thriller,969733800,1970-01-01
2314,Tora! Tora! Tora! (1970),Action|Drama|War,1100716200,1970-01-01
2315,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,1335637800,1970-01-01
2316,"Verdict, The (1982)",Drama|Mystery,1519151400,1970-01-01
2317,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,1498501800,1970-01-01
2318,Stand and Deliver (1988),Comedy|Drama,1519065000,1970-01-01
2319,Moonstruck (1987),Comedy|Romance,1519065000,1970-01-01
2320,"Sandpiper, The (1965)",Drama|Romance,945801000,1970-01-01
2321,Jeremiah Johnson (1972),Western,1113157800,1970-01-01
2322,Repulsion (1965),Drama|Horror,1155666600,1970-01-01
2323,Irma la Douce (1963),Comedy,1204396200,1970-01-01
2324,42 Up (1998),Documentary,1237660200,1970-01-01
2325,Liberty Heights (1999),Drama,1055097000,1970-01-01
2326,Mansfield Park (1999),Comedy|Drama|Romance,1355855400,1970-01-01
2327,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,1534271400,1970-01-01
2328,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,1502130600,1970-01-01
2329,All About My Mother (Todo sobre mi madre) (1999),Drama,1493577000,1970-01-01
2330,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,990037800,1970-01-01
2331,Scrooged (1988),Comedy|Fantasy|Romance,1498501800,1970-01-01
2332,Harvey (1950),Comedy|Fantasy,1520361000,1970-01-01
2333,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,1479493800,1970-01-01
2334,Matewan (1987),Drama,1159122600,1970-01-01
2335,Kagemusha (1980),Drama|War,1352572200,1970-01-01
2336,McCabe & Mrs. Miller (1971),Drama|Western,1237746600,1970-01-01
2337,Maurice (1987),Drama|Romance,1535740200,1970-01-01
2338,"Grapes of Wrath, The (1940)",Drama,1348511400,1970-01-01
2339,My Man Godfrey (1957),Comedy,946751400,1970-01-01
2340,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,1520361000,1970-01-01
2341,"Natural, The (1984)",Drama,1534012200,1970-01-01
2342,Shampoo (1975),Comedy|Drama|Romance,1237833000,1970-01-01
2343,"River Runs Through It, A (1992)",Drama,1519065000,1970-01-01
2344,Fatal Attraction (1987),Drama|Thriller,1435429800,1970-01-01
2345,Jagged Edge (1985),Crime|Romance|Thriller,1100197800,1970-01-01
2346,Stanley & Iris (1990),Drama|Romance,1105813800,1970-01-01
2347,Midnight Run (1988),Action|Comedy|Crime|Thriller,1519065000,1970-01-01
2348,Awakenings (1990),Drama|Mystery,1498415400,1970-01-01
2349,Come See the Paradise (1990),Drama|Romance,951157800,1970-01-01
2350,Backdraft (1991),Action|Drama,1498501800,1970-01-01
2351,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,1498501800,1970-01-01
2352,"River, The (1984)",Drama,1060021800,1970-01-01
2353,Places in the Heart (1984),Drama,1094495400,1970-01-01
2354,'night Mother (1986),Drama,1064946600,1970-01-01
2355,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,1498415400,1970-01-01
2356,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1535653800,1970-01-01
2357,Flawless (1999),Drama,1230834600,1970-01-01
2358,Ride with the Devil (1999),Drama|Romance|War,1054751400,1970-01-01
2359,"Distinguished Gentleman, The (1992)",Comedy,996172200,1970-01-01
2360,"End of the Affair, The (1999)",Drama,1014834600,1970-01-01
2361,Holy Smoke (1999),Comedy|Drama,1171305000,1970-01-01
2362,Sweet and Lowdown (1999),Comedy|Drama,1039372200,1970-01-01
2363,Bonfire of the Vanities (1990),Comedy|Crime|Drama,1105295400,1970-01-01
2364,Daddy Long Legs (1919),Comedy|Drama,955909800,1970-01-01
2365,Grand Illusion (La grande illusion) (1937),Drama|War,1525199400,1970-01-01
2366,"Great Santini, The (1979)",Drama,1115058600,1970-01-01
2367,Stealing Home (1988),Drama,991074600,1970-01-01
2368,"Two Jakes, The (1990)",Drama,1519151400,1970-01-01
2369,U2: Rattle and Hum (1988),Documentary|Musical,996172200,1970-01-01
2370,Hell in the Pacific (1968),Drama|War,945887400,1970-01-01
2371,Cradle Will Rock (1999),Drama,1498501800,1970-01-01
2372,Deuce Bigalow: Male Gigolo (1999),Comedy,1498415400,1970-01-01
2373,"Green Mile, The (1999)",Crime|Drama,1535740200,1970-01-01
2374,"Cider House Rules, The (1999)",Drama,1498501800,1970-01-01
2375,"War Zone, The (1999)",Drama|Thriller,1315161000,1970-01-01
2376,"Last Picture Show, The (1971)",Drama,1355164200,1970-01-01
2377,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,1340303400,1970-01-01
2378,Anna and the King (1999),Drama|Romance,1332786600,1970-01-01
2379,Bicentennial Man (1999),Drama|Romance|Sci-Fi,1510511400,1970-01-01
2380,Stuart Little (1999),Children|Comedy|Fantasy,1525199400,1970-01-01
2381,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,1094322600,1970-01-01
2382,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,1469557800,1970-01-01
2383,Magnolia (1999),Drama,1536431400,1970-01-01
2384,Onegin (1999),Drama|Romance,1020105000,1970-01-01
2385,Simpatico (1999),Comedy|Drama,972066600,1970-01-01
2386,Topsy-Turvy (1999),Comedy|Drama|Musical,1123007400,1970-01-01
2387,Boiling Point (1993),Action|Drama,963081000,1970-01-01
2388,Carnal Knowledge (1971),Comedy|Drama,980447400,1970-01-01
2389,Easy Rider (1969),Adventure|Drama,1514140200,1970-01-01
2390,The Falcon and the Snowman (1985),Crime|Drama|Thriller,1234290600,1970-01-01
2391,Room at the Top (1959),Drama,1166034600,1970-01-01
2392,Any Given Sunday (1999),Drama,1498415400,1970-01-01
2393,Man on the Moon (1999),Comedy|Drama,1518805800,1970-01-01
2394,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,1529865000,1970-01-01
2395,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,1513967400,1970-01-01
2396,Next Friday (2000),Comedy,1516127400,1970-01-01
2397,"Hurricane, The (1999)",Drama,1391279400,1970-01-01
2398,Angela's Ashes (1999),Drama,1171650600,1970-01-01
2399,Titus (1999),Drama,1498415400,1970-01-01
2400,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,1201372200,1970-01-01
2401,"Third Miracle, The (1999)",Drama,963081000,1970-01-01
2402,Snow Falling on Cedars (1999),Drama,1075660200,1970-01-01
2403,"Girl, Interrupted (1999)",Drama,1525458600,1970-01-01
2404,My Dog Skip (1999),Children|Drama,1435429800,1970-01-01
2405,Supernova (2000),Adventure|Sci-Fi|Thriller,1498415400,1970-01-01
2406,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,1049049000,1970-01-01
2407,"Way We Were, The (1973)",Drama|Romance,1171305000,1970-01-01
2408,Stalag 17 (1953),Drama|War,1536345000,1970-01-01
2409,"Presidio, The (1988)",Action|Crime|Romance|Thriller,1519237800,1970-01-01
2410,Papillon (1973),Crime|Drama,1531333800,1970-01-01
2411,"Last Detail, The (1973)",Comedy|Drama,1498415400,1970-01-01
2412,Five Easy Pieces (1970),Drama,1498415400,1970-01-01
2413,Dead Calm (1989),Thriller,1342290600,1970-01-01
2414,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,1167762600,1970-01-01
2415,Against All Odds (1984),Romance,1046975400,1970-01-01
2416,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,1498415400,1970-01-01
2417,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,1533925800,1970-01-01
2418,"Cry in the Dark, A (1988)",Drama,1115663400,1970-01-01
2419,Batman: Mask of the Phantasm (1993),Animation|Children,1535653800,1970-01-01
2420,American Flyers (1985),Drama,975004200,1970-01-01
2421,"Star Is Born, A (1937)",Drama,1084386600,1970-01-01
2422,Pacific Heights (1990),Mystery|Thriller,1230834600,1970-01-01
2423,"Draughtsman's Contract, The (1982)",Drama,1518114600,1970-01-01
2424,"Zed & Two Noughts, A (1985)",Drama,953836200,1970-01-01
2425,Woman in the Dunes (Suna no onna) (1964),Drama,1422210600,1970-01-01
2426,Down to You (2000),Comedy|Romance,1105813800,1970-01-01
2427,"Odessa File, The (1974)",Thriller,1112121000,1970-01-01
2428,Where the Buffalo Roam (1980),Comedy,1498415400,1970-01-01
2429,Eye of the Beholder (1999),Thriller,1203273000,1970-01-01
2430,"Big Tease, The (1999)",Comedy,1519151400,1970-01-01
2431,"Cup, The (PhÃÂ¶rpa) (1999)",Comedy,1173551400,1970-01-01
2432,Encino Man (1992),Comedy,1519151400,1970-01-01
2433,"Goodbye Girl, The (1977)",Comedy|Romance,1533925800,1970-01-01
2434,Malcolm X (1992),Drama,1494700200,1970-01-01
2435,Sister Act (1992),Comedy|Crime,1526581800,1970-01-01
2436,Sister Act 2: Back in the Habit (1993),Comedy,1498501800,1970-01-01
2437,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,1123871400,1970-01-01
2438,Alive (1993),Drama,1519151400,1970-01-01
2439,Agnes of God (1985),Drama|Mystery,1100197800,1970-01-01
2440,Scent of a Woman (1992),Drama,1521829800,1970-01-01
2441,Wayne's World (1992),Comedy,1533925800,1970-01-01
2442,Wayne's World 2 (1993),Comedy,1517337000,1970-01-01
2443,"League of Their Own, A (1992)",Comedy|Drama,1520361000,1970-01-01
2444,Patriot Games (1992),Action|Crime|Drama|Thriller,1498761000,1970-01-01
2445,"Bodyguard, The (1992)",Drama|Romance|Thriller,1515090600,1970-01-01
2446,Death Becomes Her (1992),Comedy|Fantasy,1498415400,1970-01-01
2447,Far and Away (1992),Adventure|Drama|Romance,1498415400,1970-01-01
2448,Howards End (1992),Drama,1242239400,1970-01-01
2449,Singles (1992),Comedy|Drama|Romance,1457807400,1970-01-01
2450,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,1494009000,1970-01-01
2451,White Men Can't Jump (1992),Comedy|Drama,1498501800,1970-01-01
2452,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,1498415400,1970-01-01
2453,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,1498415400,1970-01-01
2454,Man Bites Dog (C'est arrivÃÂ© prÃÂ¨s de chez vous) (1992),Comedy|Crime|Drama|Thriller,1525199400,1970-01-01
2455,"Mariachi, El (1992)",Action|Crime|Thriller|Western,1516041000,1970-01-01
2456,Stop! Or My Mom Will Shoot (1992),Action|Comedy,1498415400,1970-01-01
2457,Forever Young (1992),Drama|Romance|Sci-Fi,1498415400,1970-01-01
2458,"Cutting Edge, The (1992)",Comedy|Drama|Romance,1511461800,1970-01-01
2459,Of Mice and Men (1992),Drama,1519237800,1970-01-01
2460,Bad Lieutenant (1992),Crime|Drama,1494009000,1970-01-01
2461,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,1516041000,1970-01-01
2462,Single White Female (1992),Drama|Thriller,1348511400,1970-01-01
2463,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,1535653800,1970-01-01
2464,Gun Shy (2000),Comedy,1052591400,1970-01-01
2465,"Baby, The (1973)",Horror,1185993000,1970-01-01
2466,"Brandon Teena Story, The (1998)",Documentary,1051986600,1970-01-01
2467,Minnie and Moskowitz (1971),Action,1440441000,1970-01-01
2468,They Might Be Giants (1971),Comedy|Mystery|Romance,1476297000,1970-01-01
2469,"Beach, The (2000)",Adventure|Drama,1535740200,1970-01-01
2470,Snow Day (2000),Comedy,1171996200,1970-01-01
2471,"Tigger Movie, The (2000)",Animation|Children,1059417000,1970-01-01
2472,Not One Less (Yi ge dou bu neng shao) (1999),Drama,1171305000,1970-01-01
2473,Eaten Alive (1977),Horror,1533925800,1970-01-01
2474,Raining Stones (1993),Drama,1171305000,1970-01-01
2475,To Sir with Love (1967),Drama,1468866600,1970-01-01
2476,Boiler Room (2000),Crime|Drama|Thriller,1519151400,1970-01-01
2477,Hanging Up (2000),Comedy|Drama,997727400,1970-01-01
2478,Pitch Black (2000),Horror|Sci-Fi|Thriller,1535740200,1970-01-01
2479,"Whole Nine Yards, The (2000)",Comedy|Crime,1535740200,1970-01-01
2480,Beautiful People (1999),Comedy,1171305000,1970-01-01
2481,Black Tar Heroin: The Dark End of the Street (2000),Documentary,953836200,1970-01-01
2482,"Circus, The (1928)",Comedy,1447353000,1970-01-01
2483,City Lights (1931),Comedy|Drama|Romance,1520361000,1970-01-01
2484,"Flamingo Kid, The (1984)",Comedy|Drama,1100716200,1970-01-01
2485,"Kid, The (1921)",Comedy|Drama,1447353000,1970-01-01
2486,Class Reunion (1982),Comedy,978546600,1970-01-01
2487,Happy Go Lovely (1951),Musical,1520361000,1970-01-01
2488,Reindeer Games (2000),Action|Thriller,1449513000,1970-01-01
2489,Wonder Boys (2000),Comedy|Drama,1498501800,1970-01-01
2490,Chain of Fools (2000),Comedy|Crime,1055097000,1970-01-01
2491,Drowning Mona (2000),Comedy,997727400,1970-01-01
2492,"Next Best Thing, The (2000)",Comedy|Drama,1171737000,1970-01-01
2493,What Planet Are You From? (2000),Comedy|Sci-Fi,1055097000,1970-01-01
2494,Beyond the Mat (1999),Documentary,1519151400,1970-01-01
2495,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,1498501800,1970-01-01
2496,The Year My Voice Broke (1987),Drama|Romance,974831400,1970-01-01
2497,Splendor in the Grass (1961),Drama|Romance,1078597800,1970-01-01
2498,My Tutor (1983),Drama,980447400,1970-01-01
2499,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1498501800,1970-01-01
2500,For All Mankind (1989),Documentary,23567400,1970-01-01
2501,Born Yesterday (1950),Comedy,1098037800,1970-01-01
2502,Birdy (1984),Drama|War,1519151400,1970-01-01
2503,Blood Feast (1963),Horror,953836200,1970-01-01
2504,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,978373800,1970-01-01
2505,Never Cry Wolf (1983),Adventure|Drama,1201113000,1970-01-01
2506,"Raisin in the Sun, A (1961)",Drama,1189967400,1970-01-01
2507,"Closer You Get, The (2000)",Comedy|Romance,1108924200,1970-01-01
2508,Mission to Mars (2000),Sci-Fi,1519065000,1970-01-01
2509,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,1498415400,1970-01-01
2510,East-West (Est-ouest) (1999),Drama|Romance,976732200,1970-01-01
2511,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,1519151400,1970-01-01
2512,Breaking Away (1979),Comedy|Drama,1485628200,1970-01-01
2513,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,1534012200,1970-01-01
2514,Bull Durham (1988),Comedy|Drama|Romance,1533925800,1970-01-01
2515,Dog Day Afternoon (1975),Crime|Drama,1534530600,1970-01-01
2516,American Graffiti (1973),Comedy|Drama,1533925800,1970-01-01
2517,"Asphalt Jungle, The (1950)",Crime|Film-Noir,1435689000,1970-01-01
2518,"Searchers, The (1956)",Drama|Western,1498415400,1970-01-01
2519,"Big Country, The (1958)",Romance|Western,1087842600,1970-01-01
2520,Betrayed (1988),Drama|Thriller,971202600,1970-01-01
2521,"Bridge at Remagen, The (1969)",Action|War,1021833000,1970-01-01
2522,Daughters of the Dust (1991),Drama,953836200,1970-01-01
2523,"Ogre, The (Unhold, Der) (1996)",Drama,1004985000,1970-01-01
2524,On the Beach (1959),Drama,1498501800,1970-01-01
2525,"Taking of Pelham One Two Three, The (1974)",Action|Crime,1068402600,1970-01-01
2526,Volunteers (1985),Comedy,1533925800,1970-01-01
2527,JFK (1991),Drama|Mystery|Thriller,1519065000,1970-01-01
2528,Who's Harry Crumb? (1989),Comedy|Mystery,1519237800,1970-01-01
2529,Harry and the Hendersons (1987),Children|Comedy,1498501800,1970-01-01
2530,Let's Get Harry (1986),Action|Adventure,955909800,1970-01-01
2531,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,1019068200,1970-01-01
2532,Who's That Girl? (1987),Comedy,1171737000,1970-01-01
2533,She-Devil (1989),Comedy,1519151400,1970-01-01
2534,Date with an Angel (1987),Comedy|Fantasy|Romance,1046889000,1970-01-01
2535,Blind Date (1987),Comedy|Romance,1068143400,1970-01-01
2536,Nadine (1987),Comedy,978719400,1970-01-01
2537,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,1519065000,1970-01-01
2538,"Great Muppet Caper, The (1981)",Children|Comedy,1519151400,1970-01-01
2539,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,1498501800,1970-01-01
2540,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,965673000,1970-01-01
2541,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,1033151400,1970-01-01
2542,Turtle Diary (1985),Comedy|Drama|Romance,974917800,1970-01-01
2543,Raise the Titanic (1980),Drama|Thriller,953058600,1970-01-01
2544,Titanic (1953),Action|Drama,1284229800,1970-01-01
2545,"Night to Remember, A (1958)",Action|Drama,965241000,1970-01-01
2546,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,1282242600,1970-01-01
2547,Erin Brockovich (2000),Drama,1535653800,1970-01-01
2548,Final Destination (2000),Drama|Thriller,1498415400,1970-01-01
2549,Soft Fruit (1999),Comedy|Drama,1053973800,1970-01-01
2550,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,1519065000,1970-01-01
2551,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,953058600,1970-01-01
2552,"Mirror, The (Zerkalo) (1975)",Drama,1527013800,1970-01-01
2553,"Crimson Pirate, The (1952)",Adventure|Comedy,955909800,1970-01-01
2554,Thelma & Louise (1991),Adventure|Crime|Drama,1498501800,1970-01-01
2555,...And Justice for All (1979),Drama|Thriller,1352572200,1970-01-01
2556,Animal House (1978),Comedy,1533839400,1970-01-01
2557,She's Gotta Have It (1986),Comedy|Romance,1493749800,1970-01-01
2558,School Daze (1988),Drama,1519237800,1970-01-01
2559,Do the Right Thing (1989),Drama,1525199400,1970-01-01
2560,Mo' Better Blues (1990),Drama|Musical,1493749800,1970-01-01
2561,Jungle Fever (1991),Drama|Romance,1175538600,1970-01-01
2562,"Champ, The (1979)",Drama,1039285800,1970-01-01
2563,Creature Comforts (1989),Animation|Comedy,1493404200,1970-01-01
2564,Death Wish (1974),Action|Crime|Drama,1230834600,1970-01-01
2565,Death Wish 2 (1982),Action|Drama,975781800,1970-01-01
2566,Death Wish 3 (1985),Action|Drama,975781800,1970-01-01
2567,Death Wish 4: The Crackdown (1987),Action|Drama,955909800,1970-01-01
2568,Death Wish 5: The Face of Death (1994),Action|Drama,955909800,1970-01-01
2569,Double Indemnity (1944),Crime|Drama|Film-Noir,1518978600,1970-01-01
2570,Dying Young (1991),Drama|Romance,1034101800,1970-01-01
2571,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,1535653800,1970-01-01
2572,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,1498501800,1970-01-01
2573,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,1535653800,1970-01-01
2574,Red Dawn (1984),Action|Drama|War,1491071400,1970-01-01
2575,Band of the Hand (1986),Action|Crime|Drama,978719400,1970-01-01
2576,Bloodsport (1988),Action,1498415400,1970-01-01
2577,Eyes of Laura Mars (1978),Mystery|Thriller,974831400,1970-01-01
2578,Funny Bones (1995),Comedy|Drama,1090521000,1970-01-01
2579,"Good Earth, The (1937)",Drama,1074537000,1970-01-01
2580,"Good Morning, Vietnam (1987)",Comedy|Drama|War,1529865000,1970-01-01
2581,"Good Mother, The (1988)",Drama,953058600,1970-01-01
2582,Grumpy Old Men (1993),Comedy,1498415400,1970-01-01
2583,Guess Who's Coming to Dinner (1967),Drama,1435689000,1970-01-01
2584,Romeo Must Die (2000),Action|Crime|Romance|Thriller,1498501800,1970-01-01
2585,Here on Earth (2000),Drama|Romance,997727400,1970-01-01
2586,Whatever It Takes (2000),Comedy|Romance,1498415400,1970-01-01
2587,Buddy Boy (1999),Drama|Thriller,1154457000,1970-01-01
2588,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,23567400,1970-01-01
2589,Gothic (1986),Drama|Horror,963081000,1970-01-01
2590,Lord of the Flies (1963),Adventure|Drama|Thriller,1519151400,1970-01-01
2591,Modern Times (1936),Comedy|Drama|Romance,1520361000,1970-01-01
2592,Heart and Souls (1993),Comedy|Fantasy,1277145000,1970-01-01
2593,Hud (1963),Drama|Western,1163097000,1970-01-01
2594,"Hustler, The (1961)",Drama,1498674600,1970-01-01
2595,Inherit the Wind (1960),Drama,1326565800,1970-01-01
2596,Dersu Uzala (1975),Adventure|Drama,1460831400,1970-01-01
2597,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,1533839400,1970-01-01
2598,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,953836200,1970-01-01
2599,Retroactive (1997),Sci-Fi|Thriller,1055097000,1970-01-01
2600,"Place in the Sun, A (1951)",Drama|Romance,1102012200,1970-01-01
2601,Jacob's Ladder (1990),Horror|Mystery,1498415400,1970-01-01
2602,Empire Records (1995),Comedy|Drama,1466188200,1970-01-01
2603,"Bamba, La (1987)",Drama,1533925800,1970-01-01
2604,Ladyhawke (1985),Adventure|Fantasy|Romance,1498501800,1970-01-01
2605,Lucas (1986),Drama|Romance,1049049000,1970-01-01
2606,High Fidelity (2000),Comedy|Drama|Romance,1520361000,1970-01-01
2607,"Road to El Dorado, The (2000)",Animation|Children,1493317800,1970-01-01
2608,"Skulls, The (2000)",Thriller,1493749800,1970-01-01
2609,Hook (1991),Adventure|Comedy|Fantasy,1516127400,1970-01-01
2610,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,953490600,1970-01-01
2611,True Grit (1969),Adventure|Drama|Western,1021833000,1970-01-01
2612,Madame Sousatzka (1988),Drama,971721000,1970-01-01
2613,Max Dugan Returns (1983),Comedy,1081103400,1970-01-01
2614,Midnight Express (1978),Drama,1481308200,1970-01-01
2615,Misery (1990),Drama|Horror|Thriller,1533839400,1970-01-01
2616,Mr. Saturday Night (1992),Comedy|Drama,978719400,1970-01-01
2617,Murphy's Romance (1985),Comedy|Romance,1519237800,1970-01-01
2618,My Life (1993),Drama,1498501800,1970-01-01
2619,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,1498501800,1970-01-01
2620,Network (1976),Comedy|Drama,1355423400,1970-01-01
2621,No Way Out (1987),Drama|Mystery|Thriller,1498415400,1970-01-01
2622,North Dallas Forty (1979),Comedy|Drama,976041000,1970-01-01
2623,"Odd Couple, The (1968)",Comedy,1382380200,1970-01-01
2624,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,1493404200,1970-01-01
2625,Frequency (2000),Drama|Thriller,1498415400,1970-01-01
2626,Ready to Rumble (2000),Comedy,1498761000,1970-01-01
2627,Return to Me (2000),Drama|Romance,1105641000,1970-01-01
2628,Rules of Engagement (2000),Drama|Thriller,1203964200,1970-01-01
2629,Joe Gould's Secret (2000),Drama,963081000,1970-01-01
2630,Me Myself I (2000),Comedy|Romance,1311445800,1970-01-01
2631,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,1100197800,1970-01-01
2632,Force 10 from Navarone (1978),Action|Drama|War,1258396200,1970-01-01
2633,Mystery Train (1989),Comedy|Drama,1498501800,1970-01-01
2634,Arthur (1981),Comedy|Romance,1519151400,1970-01-01
2635,Bachelor Party (1984),Comedy,1052937000,1970-01-01
2636,Parenthood (1989),Comedy|Drama,1491071400,1970-01-01
2637,Predator (1987),Action|Sci-Fi|Thriller,1533839400,1970-01-01
2638,"Prince of Tides, The (1991)",Drama|Romance,1171305000,1970-01-01
2639,"Postman Always Rings Twice, The (1981)",Crime|Thriller,1326652200,1970-01-01
2640,All the Vermeers in New York (1990),Comedy|Drama|Romance,954441000,1970-01-01
2641,28 Days (2000),Drama,1494527400,1970-01-01
2642,American Psycho (2000),Crime|Horror|Mystery|Thriller,1537122600,1970-01-01
2643,Keeping the Faith (2000),Comedy|Drama|Romance,1447525800,1970-01-01
2644,Where the Money Is (2000),Comedy|Drama,1519410600,1970-01-01
2645,East is East (1999),Comedy,1172946600,1970-01-01
2646,"Filth and the Fury, The (2000)",Documentary,1216060200,1970-01-01
2647,Diner (1982),Comedy|Drama,1355164200,1970-01-01
2648,Shakes the Clown (1992),Comedy,1039372200,1970-01-01
2649,Cabaret (1972),Drama|Musical,1335119400,1970-01-01
2650,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,994789800,1970-01-01
